10.56000042,593074.605,4048671.695
16.77000046,593066.505,4048671.245
18.72999954,593123.505,4048670.795
11.60000038,593031.105,4048670.345
17.92000008,593039.505,4048667.945
10.60000038,593106.855,4048667.645
14.17000008,593023.305,4048667.345
15.80000019,593049.705,4048667.195
18.71999931,593123.505,4048666.145
3.440000057,593014.305,4048665.995
10.05000019,593108.355,4048665.545
6.889999866,593060.355,4048665.395
16.12000084,593095.305,4048665.395
5.329999924,593017.155,4048665.245
12.26000023,593065.005,4048665.095
17.72999954,593044.605,4048664.195
18.23999977,593030.655,4048663.295
12.59000015,593110.905,4048662.095
18.37999916,593032.155,4048660.445
15.55000019,593041.155,4048659.395
14.56999969,593072.055,4048658.645
14.65999985,593079.705,4048658.345
5.349999905,593101.905,4048657.595
7.980000019,593020.305,4048656.545
7.139999866,593061.705,4048656.545
13.06000042,593115.555,4048655.795
11.44999981,593089.155,4048655.195
10.01000023,593039.505,4048655.045
5.230000019,593055.705,4048651.145
12.68999958,593094.105,4048650.245
3.390000105,593043.705,4048649.645
21.04000092,593110.755,4048649.645
21.54000092,593074.905,4048648.145
4.03000021,593126.055,4048647.995
4.510000229,593059.305,4048647.845
9.409999847,593026.305,4048647.695
19.5,593086.605,4048646.045
22.0,593079.705,4048645.445
18.23999977,593094.555,4048645.295
21.35000038,593078.055,4048643.045
23.09000015,593107.005,4048641.545
19.56999969,593094.855,4048640.945
14.88000011,593131.305,4048640.945
15.21000004,593023.905,4048640.795
10.81999969,593054.355,4048640.795
11.43000031,593057.205,4048640.345
26.86000061,593114.955,4048640.345
18.46999931,593079.705,4048639.895
24.12000084,593104.455,4048639.145
20.56999969,593018.955,4048638.845
21.52000046,593015.205,4048638.695
26.51000023,593118.855,4048638.695
15.01000023,593081.955,4048637.795
6.860000134,593049.705,4048637.345
16.18000031,593023.155,4048636.295
21.27000046,593014.905,4048635.845
23.62999916,593106.405,4048635.845
6.340000153,593051.355,4048635.095
24.84000015,593098.305,4048633.745
24.75,593101.605,4048632.545
18.19000053,593015.055,4048632.095
13.26000023,593043.705,4048631.945
18.76000023,593083.455,4048631.645
20.86000061,593104.905,4048631.345
28.79999924,593114.205,4048631.345
18.64999962,593018.805,4048631.195
25.92000008,593119.605,4048631.195
17.05999947,593087.355,4048629.845
18.42000008,593028.555,4048629.695
14.27000046,593033.955,4048629.245
15.39999962,593055.255,4048629.095
1.720000029,593131.305,4048629.095
25.88999939,593120.655,4048628.645
11.48999977,593038.605,4048628.495
24.29999924,593111.505,4048625.795
16.47999954,593095.305,4048625.645
22.82999992,593108.055,4048625.645
17.05999947,593043.255,4048625.495
19.19000053,593069.805,4048625.495
15.27000046,593078.655,4048624.145
23.45999908,593117.205,4048623.995
22.55999947,593106.405,4048623.545
2.880000114,593131.155,4048622.945
19.10000038,593096.805,4048622.345
17.87000084,593086.905,4048622.045
19.26000023,593102.955,4048621.445
18.17000008,593110.305,4048619.795
9.18999958,593118.705,4048619.795
16.80999947,593090.505,4048619.645
21.46999931,593085.255,4048619.195
16.62999916,593061.705,4048619.045
18.96999931,593099.955,4048618.895
15.35999966,593074.455,4048618.145
3.059999943,593125.155,4048617.245
18.12000084,593110.905,4048616.945
15.35999966,593077.155,4048616.795
20.04999924,593050.455,4048615.895
17.45999908,593033.655,4048615.745
19.0,593081.055,4048615.745
14.5,593024.955,4048615.595
18.32999992,593106.255,4048615.295
18.09000015,593109.705,4048614.995
19.36000061,593060.055,4048614.245
17.38999939,593071.155,4048614.245
14.69999981,593017.305,4048614.095
7.449999809,593114.055,4048613.945
17.84000015,593101.905,4048613.495
20.68000031,593051.355,4048610.195
18.06999969,593059.905,4048609.595
4.340000153,593120.055,4048609.445
17.60000038,593039.355,4048608.995
4.320000172,593015.355,4048608.845
15.35999966,593074.605,4048608.545
29.45000076,593097.555,4048608.395
16.39999962,593079.255,4048606.895
17.98999977,593040.705,4048606.745
17.88999939,593131.155,4048606.745
17.01000023,593026.155,4048605.395
12.76000023,593065.005,4048605.245
9.770000458,593112.705,4048605.095
2.630000114,593124.555,4048604.495
30.61000061,593094.105,4048604.195
7.329999924,593117.805,4048604.195
16.81999969,593081.205,4048603.745
16.97999954,593023.755,4048603.595
4.28000021,593016.405,4048602.995
21.20999908,593034.555,4048602.845
25.13999939,593101.605,4048602.845
19.61000061,593040.855,4048602.245
30.61000061,593095.455,4048601.795
21.39999962,593021.355,4048601.045
19.54999924,593070.405,4048600.895
22.97999954,593088.405,4048600.445
21.26000023,593065.005,4048599.695
21.36000061,593019.705,4048598.495
23.04999924,593025.855,4048598.495
28.48999977,593094.105,4048598.495
22.92000008,593023.455,4048597.745
13.27999973,593111.805,4048597.745
24.36000061,593039.055,4048597.595
20.59000015,593070.405,4048597.295
20.25,593044.905,4048596.245
29.37000084,593096.955,4048596.245
28.89999962,593094.405,4048595.795
24.25,593037.555,4048595.645
23.95000076,593029.755,4048594.145
20.64999962,593046.555,4048594.145
23.01000023,593026.155,4048593.995
23.94000053,593039.505,4048593.845
6.570000172,593123.355,4048593.695
18.15999985,593059.755,4048593.545
19.43000031,593065.905,4048593.545
7.300000191,593120.505,4048593.545
27.67000008,593102.355,4048592.945
7.989999771,593077.305,4048592.645
23.95000076,593031.405,4048592.495
2.75,593130.255,4048591.295
23.21999931,593042.055,4048591.145
5.630000114,593115.405,4048590.095
27.73999977,593088.855,4048589.195
28.12000084,593093.805,4048588.895
16.96999931,593057.655,4048588.745
18.79000092,593066.505,4048588.445
26.19000053,593104.305,4048588.295
24.34000015,593081.805,4048588.145
24.67000008,593027.955,4048587.845
1.820000052,593017.155,4048587.395
24.45999908,593036.655,4048587.395
23.92000008,593032.905,4048586.045
24.82999992,593081.805,4048585.895
1.75,593123.205,4048585.745
23.27000046,593030.205,4048585.445
27.87000084,593093.505,4048584.995
21.37999916,593056.605,4048584.845
2.869999886,593131.005,4048584.845
24.79999924,593084.055,4048584.395
1.169999957,593113.005,4048584.095
25.09000015,593037.705,4048582.145
21.87000084,593054.205,4048582.145
23.19000053,593060.355,4048581.845
4.860000134,593021.655,4048581.095
23.12000084,593032.755,4048580.795
22.69000053,593063.505,4048580.345
22.46999931,593043.105,4048580.195
12.17000008,593125.005,4048580.195
