20.97999954,593053.305,4048696.895
12.86999989,593110.755,4048696.895
11.13000011,593114.055,4048696.895
15.86999989,593127.105,4048696.895
17.20999908,593037.405,4048696.745
21.92000008,593119.155,4048696.445
15.76000023,593130.405,4048695.545
15.0,593034.555,4048695.395
16.81999969,593106.405,4048695.095
19.32999992,593055.255,4048694.345
18.95999908,593044.005,4048693.295
19.39999962,593074.455,4048693.295
21.10000038,593117.955,4048693.145
15.18000031,593030.955,4048692.995
19.84000015,593066.955,4048692.245
17.67000008,593038.755,4048692.095
22.57999992,593091.105,4048691.945
17.12000084,593048.805,4048691.645
22.23999977,593113.605,4048691.345
22.28000069,593063.355,4048691.195
21.95000076,593124.405,4048691.195
22.89999962,593060.205,4048689.695
17.02000046,593046.255,4048689.395
20.27000046,593103.855,4048689.095
19.89999962,593126.805,4048688.795
19.71999931,593067.255,4048688.495
22.15999985,593057.355,4048688.195
16.29999924,593050.755,4048687.595
3.849999905,593014.605,4048687.445
22.42000008,593062.605,4048687.445
25.48999977,593122.755,4048685.345
15.56000042,593068.155,4048685.195
14.15999985,593021.655,4048684.895
19.78000069,593085.105,4048684.445
15.85999966,593070.105,4048683.545
11.28999996,593050.605,4048683.395
20.39999962,593058.855,4048683.245
14.46000004,593020.605,4048682.945
23.88999939,593115.405,4048682.345
14.10999966,593024.055,4048682.195
8.300000191,593076.105,4048682.195
19.54999924,593082.705,4048681.895
3.589999914,593015.055,4048681.595
25.39999962,593120.505,4048681.595
18.47999954,593059.755,4048680.845
6.670000076,593030.955,4048680.395
17.73999977,593093.355,4048679.495
17.92000008,593090.955,4048679.345
23.97999954,593115.405,4048679.195
19.15999985,593065.005,4048678.445
17.29000092,593068.605,4048677.695
23.31999969,593118.705,4048677.395
12.71000004,593041.305,4048675.745
2.119999886,593014.305,4048675.595
10.64999962,593076.555,4048673.945
17.53000069,593026.605,4048673.795
10.02000046,593072.055,4048673.795
14.26000023,593020.605,4048673.645
18.71999931,593092.605,4048673.195
14.88000011,593046.555,4048673.045
10.47000027,593104.755,4048672.895
15.27000046,593043.855,4048672.595
16.12000084,593116.605,4048672.295
16.76000023,593083.455,4048671.845
